Company Name,Domain,Industry,Location,Headcount,Linkedin,Description,Company Type,Tags
Aalst,aalst.be,Government Administration,"Aalst, Belgium",1001-5000,https://www.linkedin.com/company/stad-aalst,"Aalst is a company that provides industrial automation and manufacturing solutions including engineering services, robotics, and process control.",government agency,""
Ditec Automations,ditecautomations.com,Wholesale Building Materials,"United States, Virginia",201-500,https://www.linkedin.com/company/ditec-automations,Ditec Automations is a provider of industrial automation solutions and manufacturing technologies.,privately held,""
Kinder-Insel Froggi,senftenberg.de,,Germany,,,"Senftenberg is a manufacturing company that specializes in industrial equipment, machinery, automation, and engineering.",,""
AMADA AMERICA,amada.com,Architecture and Planning,"Batavia, New York, United States",1-10,https://www.linkedin.com/company/amada-tool-america-inc,AMADA AMERICA is a manufacturing company that specializes in metalworking machinery and fabrication automation.,,""
Scanautomatic,scanautomatic.se,Events Services,Sweden,5001-10000,https://www.linkedin.com/company/scanautomatic,Scanautomatic is a company in the automation and industrial machinery industry that specializes in robotics and manufacturing technology.,,""
Historisches Stadtzentrum,muehlhausen.de,Executive Offices,,,https://www.linkedin.com/company/stadtverwaltung-m%c3%bchlhausen-th%c3%bcringen,"Mühlhausen is an industrial manufacturing company that specializes in machinery, equipment, and automation solutions.",,""
PAC Machinery,pacmachinery.com,Packaging and Containers Manufacturing,"San Rafael, California, United States",51-200,https://www.linkedin.com/company/pac-machinery,PAC Machinery is a packaging machinery company that specializes in automation and manufacturing industrial equipment.,privately held,""
Telwin SpA,telwin.com,Machinery Manufacturing,Chile,201-500,https://www.linkedin.com/company/telwinspa,Telwin SpA is a manufacturer of welding equipment and industrial machinery with a focus on automation for metal fabrication.,public company,""
FUJI CORPORATION,fuji.co.jp,"Appliances, Electrical, and Electronics Manufacturing","Chiryū, Japan",1001-5000,https://www.linkedin.com/company/fujicorporation,FUJI CORPORATION is a manufacturing company that specializes in technology and industrial automation.,public company,""
ＣＫＤ（株）,ckd.co.jp,Machinery Manufacturing,Japan,1001-5000,https://www.linkedin.com/company/%ef%bd%83%ef%bd%8b%ef%bd%84%ef%bc%88%e6%a0%aa%ef%bc%89,"CKD Corporation is a manufacturing company specializing in industrial equipment, automation, and engineering solutions.",,""
Prima Power,primapower.com,Machinery Manufacturing,"Collegno, Italy",1001-5000,https://www.linkedin.com/company/primapower,Prima Power is a manufacturing company that specializes in sheet metal processing equipment and industrial machinery with a focus on automation and technology.,privately held,""
Devantech,robot-electronics.co.uk,,"Attleborough, United Kingdom",,https://www.linkedin.com/company/devantech,Devantech is a robotics and electronics company specializing in automation technology.,,""
Baumüller,baumueller.com,Automation Machinery Manufacturing,"Nürnberg, Germany",1001-5000,https://www.linkedin.com/company/baum%c3%bcller-group,Baumüller Nürnberg is a provider of automation and drive technology solutions for industrial machinery.,privately held,""
Dinnissen B.V.,dinnissen.nl,Machinery Manufacturing,"Sevenum, Netherlands",51-200,https://www.linkedin.com/company/dinnissen-b.v.,Dinnissen Process Technology is a machinery company that specializes in manufacturing industrial equipment for various industries.,,""
Osborn,osborn.com,Industrial Machinery Manufacturing,"Aurangābād, India",11-50,https://www.linkedin.com/company/osborn-lippert-india-pvt-ltd,Osborn is a manufacturing company that specializes in industrial equipment and automation.,privately held,""
Bibus,bibus.fr,Urban Transit Services,"Brest, France",201-500,https://www.linkedin.com/company/bibusbrest,"Bibus is a provider of industrial automation solutions and engineering services for manufacturing equipment, logistics, and supply chain optimization.",privately held,""
サクサ（株）,saxa.co.jp,Retail,Japan,201-500,https://www.linkedin.com/company/%e3%82%b5%e3%82%af%e3%82%b5%ef%bc%88%e6%a0%aa%ef%bc%89,"サクサ（株）is a manufacturing company that specializes in industrial equipment, machinery, and automation.",,""
Bystronic,bystronic.com,Machinery Manufacturing,"Bern, Switzerland",1001-5000,https://www.linkedin.com/company/bystronicgroup,"Bystronic is a manufacturing company that specializes in sheet metal processing equipment, automation solutions, laser cutting, and bending technology.",public company,""
KASTO Maschinenbau,kasto.com,Machinery Manufacturing,"Achern, Germany",501-1000,https://www.linkedin.com/company/kasto,KASTO Maschinenbau is a machinery manufacturing company that specializes in industrial equipment and metalworking technology.,privately held,""
Komax,komaxgroup.com,Automation Machinery Manufacturing,Switzerland,1001-5000,https://www.linkedin.com/company/komax,Komax is a company in the automation and manufacturing industry that specializes in providing industrial solutions for wire processing through electrical engineering.,public company,""
Sequa g,sequa.de,,Germany,,,Sequa g is a provider of industrial automation and manufacturing solutions with a focus on engineering services and integrated systems.,,""
Scott,scottautomation.com,Automation Machinery Manufacturing,"Dunedin, New Zealand",501-1000,https://www.linkedin.com/company/scottautomation,SCOTT is a company specializing in industrial automation and robotics for manufacturing solutions.,public company,""
ATS Global,ats-global.com,Operations Consulting,"United States, New Hampshire",1001-5000,https://www.linkedin.com/company/ats-global,ATS Global is a provider of industrial automation solutions and engineering services with a focus on digital transformation.,privately held,""
MECHATRONIKA Kft.,tar.hu,,"Esztergom, Hungary",,https://www.linkedin.com/company/mechatronika-kft.,MECHATRONIKA Kft is a mechatronics company that specializes in engineering solutions for automation and robotics.,,""
Siempelkamp,siempelkamp.com,Machinery Manufacturing,"Krefeld, Germany",1001-5000,https://www.linkedin.com/company/siempelkamp,Siempelkamp is a plant engineering company that specializes in industrial equipment manufacturing and automation solutions for wood processing and material handling.,privately held,""
Autoquip,autoquip.com,Automation Machinery Manufacturing,"Guthrie, Oklahoma, United States",51-200,https://www.linkedin.com/company/autoquip-corp,Autoquip is a material handling solutions company that specializes in innovative engineering and custom solutions for mastering every axis of motion.,privately held,""
ATS Brianza,ats-brianza.it,Hospitals and Health Care,"Monza, Italy",501-1000,https://www.linkedin.com/company/ats-brianza,ATS Brianza is a manufacturing company specializing in industrial automation machinery and engineering services.,government agency,""
ESAB,esab.ru,Machinery Manufacturing,"North Bethesda, Maryland, United States",5001-10000,https://www.linkedin.com/company/esab,ESAB is a company that specializes in providing welding equipment and manufacturing technology.,public company,""
KTI,kti.hu,"Transportation, Logistics, Supply Chain and Storage","Budapest, Hungary",201-500,https://www.linkedin.com/company/ktinonprofitzrt,"KTI is a manufacturing company that specializes in industrial equipment, automation, and engineering services.",non profit,""
Blumenbecker Group,blumenbecker.com,Machinery Manufacturing,China,,https://www.linkedin.com/company/%e4%b8%8d%e8%8e%b1%e6%a2%85%e8%b4%9d%e5%85%8b-%e4%b8%8a%e6%b5%b7-%e8%87%aa%e5%8a%a8%e6%8e%a7%e5%88%b6%e7%b3%bb%e7%bb%9f%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8,Blumenbecker Group is a provider of industrial automation and engineering solutions for machinery and plant engineering.,,""
Item America,item24.com,Automation Machinery Manufacturing,"Solingen, Germany",1001-5000,https://www.linkedin.com/company/item-industrietechnik-gmbh,item México is a manufacturing company that specializes in industrial automation and engineering solutions.,self owned,""
Superior Industries,superior-ind.com,Machinery Manufacturing,"Morris, Minnesota, United States",1001-5000,https://www.linkedin.com/company/superiorindustries,Superior Industries is a manufacturing company that specializes in industrial equipment and automation solutions.,privately held,""
ProMach,promachbuilt.com,Machinery Manufacturing,"Covington, Kentucky, United States",1001-5000,https://www.linkedin.com/company/pro-mach-inc,"ProMach is a packaging solutions company that specializes in manufacturing equipment, automation technology, and industrial machinery.",privately held,""
ABIMAQ,abimaq.org.br,Civic and Social Organizations,"São Paulo, Brazil",51-200,https://www.linkedin.com/company/abimaqoficial,"ABIMAQ is an association in the manufacturing industry that represents companies involved in machinery, equipment, and industrial automation.",non profit,""
Migatronic,migatronic.com,"Appliances, Electrical, and Electronics Manufacturing","Fjerritslev, Denmark",201-500,https://www.linkedin.com/company/migatronic-group,Migatronic is a manufacturing company that specializes in welding equipment and industrial machinery.,privately held,""
JMD Bamberg Forchheim Kronach Lichtenfels Coburg Haßfurt,skf-bamberg.de,Primary and Secondary Education,"Bamberg, Germany",11-50,https://www.linkedin.com/company/kinderkrippe-g%c3%a4rtnerhaus,"JMD Bamberg Forchheim Kronach Lichtenfels Coburg Haßfurt is a supplier of industrial supplies specializing in bearings, mechanical engineering, automation, and manufacturing.",,""
SABO,sabo.se,,Sweden,,,"SABO is a manufacturing company that specializes in machinery, equipment, and automation for industrial purposes.",,""
"Huizhou Unionwell Technology Co., Ltd",unionwells.com,"Appliances, Electrical, and Electronics Manufacturing","Huizhou, China",201-500,https://www.linkedin.com/company/huizhou-unionwell-technology-co-ltd,Huizhou Unionwell Technology Co is a manufacturing company that specializes in electronics and automation technology products.,privately held,""
TSI,tsico.com,Outsourcing and Offshoring Consulting,"500 Virginia Drive, 19034, Fort Washington, Pennsylvania, United States",10001+,https://www.linkedin.com/company/transworldsystems,TSI is a manufacturing company that specializes in industrial equipment and automation solutions.,privately held,""
"MAG IAS, LLC",mag-ias.com,Machinery Manufacturing,"Sterling Heights, Michigan, United States",501-1000,https://www.linkedin.com/company/fivesmetalcuttingcomposites,MAG IAS is a manufacturing machinery company that specializes in automation solutions and industrial equipment.,privately held,""
Maxcess,maxcessintl.com,Automation Machinery Manufacturing,"Oak Brook, Illinois, United States",1001-5000,https://www.linkedin.com/company/maxcessintl,"Maxcess is a provider of industrial equipment and manufacturing solutions specializing in web handling, automation, and material handling.",privately held,""
